filename,label,singer_name
m9_arpeggios_lip_trill_u.wav,19,male9
m9_arpeggios_lip_trill_a.wav,19,male9
m9_arpeggios_lip_trill_i.wav,19,male9
m9_arpeggios_lip_trill_e.wav,19,male9
m9_arpeggios_lip_trill_o.wav,19,male9
m9_arpeggios_vocal_fry_e.wav,19,male9
m9_arpeggios_vocal_fry_u.wav,19,male9
m9_arpeggios_vocal_fry_o.wav,19,male9
m9_arpeggios_vocal_fry_a.wav,19,male9
m9_arpeggios_vocal_fry_i.wav,19,male9
m9_arpeggios_f_fast_piano_o.wav,19,male9
m9_arpeggios_c_fast_piano_u.wav,19,male9
m9_arpeggios_f_fast_piano_e.wav,19,male9
m9_arpeggios_f_fast_piano_a.wav,19,male9
m9_arpeggios_f_fast_piano_i.wav,19,male9
m9_arpeggios_c_fast_piano_e.wav,19,male9
m9_arpeggios_f_fast_piano_u.wav,19,male9
m9_arpeggios_c_fast_piano_i.wav,19,male9
m9_arpeggios_c_fast_piano_a.wav,19,male9
m9_arpeggios_c_fast_piano_o.wav,19,male9
m9_arpeggios_straight_i.wav,19,male9
m9_arpeggios_straight_u.wav,19,male9
m9_arpeggios_straight_o.wav,19,male9
m9_arpeggios_straight_a.wav,19,male9
m9_arpeggios_straight_e.wav,19,male9
m9_arpeggios_f_slow_piano_i.wav,19,male9
m9_arpeggios_c_slow_piano_u.wav,19,male9
m9_arpeggios_c_slow_piano_o.wav,19,male9
m9_arpeggios_c_slow_piano_i.wav,19,male9
m9_arpeggios_f_slow_piano_o.wav,19,male9
m9_arpeggios_f_slow_piano_u.wav,19,male9
m9_arpeggios_f_slow_piano_e.wav,19,male9
m9_arpeggios_c_slow_piano_e.wav,19,male9
m9_arpeggios_f_slow_piano_a.wav,19,male9
m9_arpeggios_c_slow_piano_a.wav,19,male9
m9_arpeggios_c_slow_forte_u.wav,19,male9
m9_arpeggios_c_slow_forte_a.wav,19,male9
m9_arpeggios_c_slow_forte_i.wav,19,male9
m9_arpeggios_f_slow_forte_a.wav,19,male9
m9_arpeggios_f_slow_forte_o.wav,19,male9
m9_arpeggios_c_slow_forte_e.wav,19,male9
m9_arpeggios_f_slow_forte_u.wav,19,male9
m9_arpeggios_f_slow_forte_i.wav,19,male9
m9_arpeggios_c_slow_forte_o.wav,19,male9
m9_arpeggios_f_slow_forte_e.wav,19,male9
m9_arpeggios_breathy_i.wav,19,male9
m9_arpeggios_breathy_e.wav,19,male9
m9_arpeggios_breathy_u.wav,19,male9
m9_arpeggios_breathy_a.wav,19,male9
m9_arpeggios_breathy_o.wav,19,male9
m9_arpeggios_vibrato_a.wav,19,male9
m9_arpeggios_vibrato_o.wav,19,male9
m9_arpeggios_vibrato_i.wav,19,male9
m9_arpeggios_vibrato_e.wav,19,male9
m9_arpeggios_vibrato_u.wav,19,male9
m9_arpeggios_belt_i.wav,19,male9
m9_arpeggios_belt_u.wav,19,male9
m9_arpeggios_belt_a.wav,19,male9
m9_arpeggios_belt_o.wav,19,male9
m9_arpeggios_belt_e.wav,19,male9
m9_arpeggios_c_fast_forte_e.wav,19,male9
m9_arpeggios_c_fast_forte_u.wav,19,male9
m9_arpeggios_f_fast_forte_u.wav,19,male9
m9_arpeggios_f_fast_forte_i.wav,19,male9
m9_arpeggios_f_fast_forte_o.wav,19,male9
m9_arpeggios_c_fast_forte_o.wav,19,male9
m9_arpeggios_f_fast_forte_a.wav,19,male9
m9_arpeggios_f_fast_forte_e.wav,19,male9
m9_arpeggios_c_fast_forte_a.wav,19,male9
m9_arpeggios_c_fast_forte_i.wav,19,male9
m9_row_spoken.wav,19,male9
m9_dona_straight.wav,19,male9
m9_caro_straight.wav,19,male9
m9_row_straight.wav,19,male9
m9_caro_vibrato.wav,19,male9
m9_dona_vibrato.wav,19,male9
m9_row_vibrato.wav,19,male9
m9_scales_lip_trill_u.wav,19,male9
m9_scales_lip_trill_i.wav,19,male9
m9_scales_lip_trill_o.wav,19,male9
m9_scales_lip_trill_e.wav,19,male9
m9_scales_lip_trill_a.wav,19,male9
m9_scales_vocal_fry_o.wav,19,male9
m9_scales_vocal_fry_e.wav,19,male9
m9_scales_vocal_fry_i.wav,19,male9
m9_scales_vocal_fry_u.wav,19,male9
m9_scales_vocal_fry_a.wav,19,male9
m9_scales_f_fast_piano_i.wav,19,male9
m9_scales_f_fast_piano_o.wav,19,male9
m9_scales_c_fast_piano_u.wav,19,male9
m9_scales_f_fast_piano_u.wav,19,male9
m9_scales_c_fast_piano_i.wav,19,male9
m9_scales_f_fast_piano_a.wav,19,male9
m9_scales_f_fast_piano_e.wav,19,male9
m9_scales_c_fast_piano_e.wav,19,male9
m9_scales_c_fast_piano_a.wav,19,male9
m9_scales_c_fast_piano_o.wav,19,male9
m9_scales_straight_i.wav,19,male9
m9_scales_straight_u.wav,19,male9
m9_scales_straight_e.wav,19,male9
